# Command,Expeditor FF_PMC_DO_Analytics.csv --outputDir FF_PMC_DO_Analytics_Expeditor -overwrite -nocollect -np 4 -ntpp 1 --hashed -killflagfile C:/Users/began/AppData/Local/Temp/semuKillFiled12472
# Started,2018-10-13 09:05:25
# Output folder,C:\Users\began\Documents\Product_80\New_Tutorial\FF_PMC_DO\FF_PMC_DO_Analytics\FF_PMC_DO_Analytics_Expeditor

# Assembly File,..\14nmFinFET.zam


Run,2.1.15:thickness,2.1.9:lithography.dimensionalBias.xBias,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,CD_MAND_DEV,CD_MAND_FIN,SH_MAND_FIN,THK_PADOX_DEP,THK_PADNIT_DEP,Trench_CD,FinCD_Top,FinCD_Top_xStart,FinCD_Top_yStart,FinCD_Top_zStart,FinCD_Top_xEnd,FinCD_Top_yEnd,FinCD_Top_zEnd,FinCD_Mid,FinCD_Mid_xStart,FinCD_Mid_yStart,FinCD_Mid_zStart,FinCD_Mid_xEnd,FinCD_Mid_yEnd,FinCD_Mid_zEnd,FinCD_Bot,FinCD_Bot_xStart,FinCD_Bot_yStart,FinCD_Bot_zStart,FinCD_Bot_xEnd,FinCD_Bot_yEnd,FinCD_Bot_zEnd,GapCD_top,sidewall_angle,Duration
Run-22,35.0,4.0,5.0,39.04,34.1255952582,43.25,3.0,30.0,34.6721534568,11.856,463.07,171.5,9.8000000000000000e+01,474.926,171.5,9.8000000000000000e+01,20.219,458.617,171.5,5.0000000000000000e+01,478.836,171.5,5.0000000000000000e+01,28.954,454.234,171.5,0.0000000000000000e+00,483.188,171.5,0.0000000000000000e+00,44.3211874788,5.97486213515,0:08:34 (H:M:S)
Run-23,35.0,4.0,6.0,39.04,34.1255952582,43.25,3.0,30.0,34.5023405377,11.9456666667,463.031,171.5,9.8000000000000000e+01,474.976666667,171.5,9.8000000000000000e+01,21.985,457.742,171.5,5.0000000000000000e+01,479.727,171.5,5.0000000000000000e+01,32.461,452.5,171.5,0.0000000000000000e+00,484.961,171.5,0.0000000000000000e+00,44.2852802796,NOVAL,0:07:44 (H:M:S)
Run-24,35.0,4.0,7.0,39.04,34.1255952582,43.25,3.0,30.0,32.9934917012,11.985,463.031,171.5,9.8000000000000000e+01,475.016,171.5,9.8000000000000000e+01,23.696,456.859,171.5,5.0000000000000000e+01,480.555,171.5,5.0000000000000000e+01,35.946,450.742,171.5,0.0000000000000000e+00,486.688,171.5,0.0000000000000000e+00,44.2551842889,NOVAL,0:07:57 (H:M:S)
Run-25,37.5,-4.0,3.0,55.04,50.1255952582,43.25,3.0,30.0,50.8334529792,13.512,453.293,171.5,9.8000000000000000e+01,466.805,171.5,9.8000000000000000e+01,18.25,450.813,171.5,5.0000000000000000e+01,469.063,171.5,5.0000000000000000e+01,23.508,448.18,171.5,0.0000000000000000e+00,471.688,171.5,0.0000000000000000e+00,24.8449498152,5.03181123792,0:08:02 (H:M:S)
Run-26,37.5,-4.0,4.0,55.04,50.1255952582,43.25,3.0,30.0,50.7628458498,13.5355,453.32,171.5,9.8000000000000000e+01,466.8555,171.5,9.8000000000000000e+01,20.016,449.945,171.5,5.0000000000000000e+01,469.961,171.5,5.0000000000000000e+01,26.985,446.453,171.5,0.0000000000000000e+00,473.438,171.5,0.0000000000000000e+00,24.7761953933,5.30517501922,0:08:11 (H:M:S)
Run-27,37.5,-4.0,5.0,55.04,50.1255952582,43.25,3.0,30.0,50.672823219,13.563,453.359,171.5,9.8000000000000000e+01,466.922,171.5,9.8000000000000000e+01,21.781,449.063,171.5,5.0000000000000000e+01,470.844,171.5,5.0000000000000000e+01,30.484,444.711,171.5,0.0000000000000000e+00,475.195,171.5,0.0000000000000000e+00,24.7100066903,6.15376518757,0:08:32 (H:M:S)
Run-28,37.5,-4.0,6.0,55.04,50.1255952582,43.25,3.0,30.0,50.5033251115,13.685,453.289,171.5,9.8000000000000000e+01,466.974,171.5,9.8000000000000000e+01,23.523,448.18,171.5,5.0000000000000000e+01,471.703,171.5,5.0000000000000000e+01,33.977,442.961,171.5,0.0000000000000000e+00,476.938,171.5,0.0000000000000000e+00,24.6703979755,6.99907574878,0:08:31 (H:M:S)
Run-29,37.5,-4.0,7.0,55.04,50.1255952582,43.25,3.0,30.0,48.9921875,13.789,453.234,171.5,9.8000000000000000e+01,467.023,171.5,9.8000000000000000e+01,25.25,447.313,171.5,5.0000000000000000e+01,472.563,171.5,5.0000000000000000e+01,37.507,441.188,171.5,0.0000000000000000e+00,478.695,171.5,0.0000000000000000e+00,24.5310696429,7.91055266482,0:08:08 (H:M:S)
Run-30,37.5,-2.0,3.0,51.04,46.1255952582,43.25,3.0,30.0,46.8334529792,13.512,455.293,171.5,9.8000000000000000e+01,468.805,171.5,9.8000000000000000e+01,18.25,452.813,171.5,5.0000000000000000e+01,471.063,171.5,5.0000000000000000e+01,23.508,450.18,171.5,0.0000000000000000e+00,473.688,171.5,0.0000000000000000e+00,28.8449498152,4.68337854972,0:08:15 (H:M:S)
Run-31,37.5,-2.0,4.0,51.04,46.1255952582,43.25,3.0,30.0,46.7628458498,13.532,455.32,171.5,9.8000000000000000e+01,468.852,171.5,9.8000000000000000e+01,20.016,451.945,171.5,5.0000000000000000e+01,471.961,171.5,5.0000000000000000e+01,26.985,448.453,171.5,0.0000000000000000e+00,475.438,171.5,0.0000000000000000e+00,28.7761953933,5.10570790705,0:08:21 (H:M:S)
