2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,2.2.9.2.2:materials['/Silicon/'].etchType.taper.sidewallAngle,2.1.9:lithography.dimensionalBias.xBias,2.1.9:lithography.dimensionalBias.xBias,2.1.9:lithography.dimensionalBias.xBias,2.1.9:lithography.dimensionalBias.xBias,2.1.9:lithography.dimensionalBias.xBias,2.1.15:thickness,2.1.15:thickness,2.1.15:thickness,2.1.15:thickness,2.1.15:thickness
POR inSpec%,inSpec%,Confidence Interval,Nominal Value,Window,POR inSpec%,inSpec%,Confidence Interval,Nominal Value,Window,POR inSpec%,inSpec%,Confidence Interval,Nominal Value,Window
81.99203882020252,83.48311115847844,"[73.63332666879707, 92.78147323061296]",4.005358143257302,"[3.015358143257303, 4.995358143257302]",81.99203882020252,84.64879339967466,"[75.91967127500594, 92.67837084645275]",-0.9847939175670266,"[-3.9847939175670266, 2.0152060824329734]",81.99203882020252,99.34259464436414,"[93.37254483286604, 100]",37.734973989595844,"[35.03497398959584, 40.43497398959584]"
81.99203882020252,83.47163097587392,"[73.62320097961029, 92.76871438346146]",4.0061664665866346,"[3.016166466586635, 4.996166466586635]",81.99203882020252,84.64631065982427,"[75.91744455935256, 92.67565259997423]",-0.9839935974389755,"[-3.9839935974389755, 2.0160064025610245]",81.99203882020252,99.33905957548198,"[93.36922220596196, 100]",37.736814725890355,"[35.03681472589036, 40.43681472589036]"
81.99203882020252,83.46028140454892,"[73.67803404647033, 92.68735862239234]",4.006974789915966,"[3.0169747899159662, 4.996974789915966]",81.99203882020252,84.64382804651353,"[75.91521795718985, 92.67293449203862]",-0.9831932773109244,"[-3.9831932773109244, 2.0168067226890756]",81.99203882020252,99.33550817743391,"[93.3658842312025, 100]",37.73865546218488,"[35.03865546218488, 40.438655462184876]"
81.99203882020252,83.44877674871098,"[73.66787783311645, 92.67458205198623]",4.0077831132452975,"[3.017783113245298, 4.997783113245298]",81.99203882020252,84.64134555743806,"[75.91299146645106, 92.67021652012289]",-0.9823929571828733,"[-3.9823929571828733, 2.0176070428171267]",81.99203882020252,99.33194039074465,"[93.36253085268658, 100]",37.74049619847939,"[35.04049619847939, 40.44049619847939]"
81.99203882020252,83.43725924715729,"[73.65771027967278, 92.6617912156869]",4.00859143657463,"[3.01859143657463, 4.99859143657463]",81.99203882020252,84.63886319029255,"[75.91076508506863, 92.66749868170314]",-0.9815926370548218,"[-3.981592637054822, 2.018407362945178]",81.99203882020252,99.32835615580771,"[93.35916201438977, 100]",37.7423369347739,"[35.04233693477391, 40.442336934773905]"
81.99203882020252,83.42056299345465,"[73.60864988023211, 92.6921263583265]",4.009399759903961,"[3.0193997599039615, 4.9993997599039615]",81.99203882020252,84.63638094277114,"[75.90853881097445, 92.66478097425471]",-0.9807923169267707,"[-3.9807923169267707, 2.0192076830732293]",81.99203882020252,99.32460943526338,"[93.32308969261403, 100]",37.74417767106843,"[35.044177671068425, 40.444177671068424]"
81.99203882020252,83.40897991342052,"[73.59842920019626, 92.6792559067302]",4.010208083233293,"[3.0202080832332934, 5.000208083233293]",81.99203882020252,84.6338988125672,"[75.90631264209978, 92.66206339525222]",-0.9799919967987196,"[-3.9799919967987196, 2.0200080032012804]",81.99203882020252,99.32099227590469,"[93.31969109392652, 100]",37.74601840736294,"[35.04601840736294, 40.44601840736294]"
81.99203882020252,83.3973837010123,"[73.58819693241402, 92.66637086319597]",4.011016406562625,"[3.021016406562625, 5.001016406562625]",81.99203882020252,84.63141679737338,"[75.90408657637518, 92.65934594216941]",-0.9791916766706681,"[-3.979191676670668, 2.020808323329332]",81.99203882020252,99.28278356323754,"[93.19058001143628, 100]",37.747859143657465,"[35.04785914365746, 40.44785914365746]"
81.99203882020252,83.38556672463409,"[73.54729104958841, 92.67306428236061]",4.0118247298919565,"[3.0218247298919567, 5.001824729891957]",81.99203882020252,84.62838201702607,"[75.84853139961274, 92.70988952813462]",-0.978391356542617,"[-3.978391356542617, 2.021608643457383]",81.99203882020252,99.26615064528342,"[93.05094979486171, 100]",37.749699879951976,"[35.04969987995198, 40.44969987995198]"
81.99203882020252,83.3634420366884,"[73.46211773974231, 92.71819155479855]",4.012633053221288,"[3.0226330532212886, 5.002633053221288]",81.99203882020252,84.6259014582723,"[75.84630818874612, 92.70717209076255]",-0.9775910364145659,"[-3.977591036414566, 2.022408963585434]",81.99203882020252,99.2501367506798,"[92.94795089438792, 100]",37.7515406162465,"[35.0515406162465, 40.4515406162465]"
81.99203882020252,83.35081961789547,"[73.41653453576237, 92.75347045782631]",4.01344137655062,"[3.02344137655062, 5.0034413765506205]",81.99203882020252,84.62342100518416,"[75.84408507258277, 92.70445476914657]",-0.9767907162865148,"[-3.976790716286515, 2.023209283713485]",81.99203882020252,99.2461039561052,"[92.94417417423054, 100]",37.75338135254101,"[35.05338135254102, 40.453381352541015]"
81.99203882020252,83.33922773883772,"[73.40632425117154, 92.74057092046529]",4.014249699879952,"[3.024249699879952, 5.004249699879952]",81.99203882020252,84.62094065545543,"[75.8418620490557, 92.70173756076021]",-0.9759903961584633,"[-3.9759903961584633, 2.0240096038415367]",81.99203882020252,99.24205251422322,"[92.94037999083264, 100]",37.75522208883554,"[35.055222088835535, 40.455222088835534]"
81.99203882020252,83.32762230980654,"[73.39610203157999, 92.72765630458353]",4.015058023209283,"[3.025058023209284, 5.005058023209283]",81.99203882020252,84.61846040677914,"[75.83963911609729, 92.69902046307618]",-0.9751900760304122,"[-3.975190076030412, 2.024809923969588]",81.99203882020252,99.23798235702807,"[92.93656828050668, 100]",37.75706282513005,"[35.05706282513005, 40.45706282513005]"
81.99203882020252,83.3160033294071,"[73.38586787575913, 92.71472660862891]",4.0158663465386155,"[3.0258663465386153, 5.005866346538616]",81.99203882020252,84.61598025684773,"[75.8374162716394, 92.6963034735666]",-0.9743897559023611,"[-3.974389755902361, 2.025610244097639]",81.99203882020252,99.23389341636472,"[92.9327389794253, 100]",37.758903561424574,"[35.05890356142457, 40.45890356142457]"
81.99203882020252,83.30437079648682,"[73.37562178269376, 92.70178183131877]",4.016674669867947,"[3.026674669867947, 5.006674669867947]",81.99203882020252,84.61350020335293,"[75.83519351361319, 92.69358658970273]",-0.9735894357743096,"[-3.9735894357743096, 2.0264105642256904]",81.99203882020252,99.22973117562417,"[92.89440297818051, 100]",37.760744297719086,"[35.06074429771909, 40.46074429771909]"
81.99203882020252,83.29272471013621,"[73.36536375158278, 92.68882197164106]",4.017482993197278,"[3.027482993197279, 5.007482993197279]",81.99203882020252,84.61102024398586,"[75.83297083994934, 92.69086980895523]",-0.9727891156462585,"[-3.9727891156462585, 2.0272108843537415]",81.99203882020252,99.22560451962826,"[92.89053978878663, 100]",37.76258503401361,"[35.06258503401361, 40.46258503401361]"
81.99203882020252,83.2810650696909,"[73.35509378184099, 92.67584702885642]",4.018291316526611,"[3.0282913165266105, 5.008291316526611]",81.99203882020252,84.60854037643686,"[75.83074824857782, 92.6881531287939]",-0.9719887955182074,"[-3.9719887955182074, 2.0280112044817926]",81.99203882020252,99.22145887519433,"[92.8866588232727, 100]",37.76442577030812,"[35.06442577030813, 40.464425770308125]"
81.99203882020252,83.2687976692322,"[73.2777119857915, 92.73315435423162]",4.019099639855942,"[3.0290996398559424, 5.009099639855942]",81.99203882020252,84.60606059839597,"[75.8285257374283, 92.68543654668817]",-0.9711884753901558,"[-3.971188475390156, 2.028811524609844]",81.99203882020252,99.20309692444033,"[92.78370762822314, 100]",37.76626650660263,"[35.06626650660264, 40.466266506602636]"
81.99203882020252,83.25711457361692,"[73.26743069748709, 92.72014335444115]",4.019907963185274,"[3.029907963185274, 5.009907963185274]",81.99203882020252,84.60358090755228,"[75.82630330442963, 92.68272006010643]",-0.9703881552621048,"[-3.9703881552621048, 2.0296118447378952]",81.99203882020252,99.19882992742598,"[92.7797167467315, 100]",37.76810724289716,"[35.068107242897156, 40.468107242897155]"
81.99203882020252,83.24541790385756,"[73.25713746374515, 92.70711723766529]",4.020716286514606,"[3.030716286514606, 5.010716286514606]",81.99203882020252,84.60110130159434,"[75.82408094751015, 92.68000366651654]",-0.9695878351340537,"[-3.9695878351340537, 2.0304121648659463]",81.99203882020252,99.19454331140159,"[92.77570751576744, 100]",37.76994797919167,"[35.069947979191674, 40.46994797919167]"
81.99203882020252,83.23370766036905,"[73.24683228493085, 92.69407600436612]",4.0215246098439374,"[3.0315246098439377, 5.011524609843938]",81.99203882020252,84.59917113158522,"[75.87516613642134, 92.62404153141432]",-0.9687875150060026,"[-3.9687875150060026, 2.0312124849939974]",81.99203882020252,99.19023700543126,"[92.77167986898526, 100]",37.771788715486196,"[35.07178871548619, 40.47178871548619]"
81.99203882020252,83.22198384381835,"[73.23651516163108, 92.68101965528642]",4.022332933173269,"[3.032332933173269, 5.012332933173269]",81.99203882020252,84.59669310153491,"[75.87294364488577, 92.621328441496]",-0.967987194877951,"[-3.967987194877951, 2.032012805122049]",81.99203882020252,99.18591093842711,"[92.76763373989719, 100]",37.77362945178071,"[35.07362945178071, 40.47362945178071]"
81.99203882020252,83.2102464551256,"[73.22618609465562, 92.6679481914509]",4.023141256502601,"[3.033141256502601, 5.0131412565026015]",81.99203882020252,84.59421515273475,"[75.87072122622166, 92.618615440535]",-0.9671868747499,"[-3.9671868747499, 2.0328131252501]",81.99203882020252,99.18156503914913,"[92.76356906187311, 100]",37.77547018807523,"[35.07547018807523, 40.47547018807523]"
81.99203882020252,83.19849549546535,"[73.21584508503804, 92.65486161416763]",4.023949579831933,"[3.033949579831933, 5.013949579831933]",81.99203882020252,84.59173728287773,"[75.86849887835997, 92.61590252600551]",-0.9663865546218489,"[-3.966386554621849, 2.033613445378151]",81.99203882020252,99.1771992362057,"[92.75948576814112, 100]",37.77731092436974,"[35.07731092436975, 40.477310924369746]"
81.99203882020252,83.18673096626823,"[73.20549213403737, 92.64175992502982]",4.024757903161264,"[3.0347579031612644, 5.014757903161264]",81.99203882020252,84.58925948965646,"[75.86627659923121, 92.61318969538124]",-0.9655862344937973,"[-3.9655862344937973, 2.0344137655062027]",81.99203882020252,99.17281345805364,"[92.75538379178757, 100]",37.77915166066427,"[35.079151660664266, 40.479151660664265]"
81.99203882020252,83.17495286922203,"[73.19512724313884, 92.62864312591711]",4.0255662264905965,"[3.0355662264905963, 5.015566226490597]",81.99203882020252,84.58678177076297,"[75.86405438676543, 92.61047694613531]",-0.9647859143657462,"[-3.9647859143657462, 2.0352140856342538]",81.99203882020252,99.16835083213236,"[92.71604369769969, 100]",37.78099239695878,"[35.080992396958784, 40.48099239695878]"
81.99203882020252,83.1631612062736,"[73.18475041405576, 92.61551121899761]",4.026374549819928,"[3.036374549819928, 5.016374549819928]",81.99203882020252,84.58430412388851,"[75.86183223889196, 92.60776427573995]",-0.9639855942376951,"[-3.963985594237695, 2.036014405762305]",81.99203882020252,99.16392494965307,"[92.71190578162154, 100]",37.782833133253305,"[35.0828331332533, 40.4828331332533]"
81.99203882020252,83.15135597962961,"[73.17436164872998, 92.60236420672885]",4.027182873149259,"[3.0371828731492596, 5.01718287314926]",81.99203882020252,84.5818265467241,"[75.85961015353993, 92.60505168166718]",-0.963185274109644,"[-3.963185274109644, 2.036814725890356]",81.99203882020252,99.15947887682789,"[92.70774898886576, 100]",37.78467386954782,"[35.08467386954782, 40.48467386954782]"
81.99203882020252,83.13953719175842,"[73.16396094933371, 92.58920209185969]",4.027991196478592,"[3.0379911964785915, 5.017991196478592]",81.99203882020252,84.57934903696004,"[75.85738812863782, 92.60233916138819]",-0.9623849539815925,"[-3.9623849539815925, 2.0376150460184075]",81.99203882020252,99.1550125415081,"[92.70357325197791, 100]",37.78651460584234,"[35.08651460584234, 40.48651460584234]"
81.99203882020252,83.12770484539122,"[73.15354831827044, 92.57602487743176]",4.028799519807922,"[3.038799519807923, 5.0187995198079225]",81.99203882020252,84.57687159228601,"[75.85516616211355, 92.59962671237349]",-0.9615846338535414,"[-3.9615846338535414, 2.0384153661464586]",81.99203882020252,99.15052587139476,"[92.69937850336309, 100]",37.78835534213685,"[35.08835534213686, 40.488355342136856]"
81.99203882020252,83.11594089264891,"[73.2096501629052, 92.49209550070891]",4.029607843137255,"[3.039607843137255, 5.019607843137255]",81.99203882020252,84.57439421039152,"[75.85294425189488, 92.59691433209345]",-0.9607843137254903,"[-3.9607843137254903, 2.0392156862745097]",81.99203882020252,99.14601879403862,"[92.69516467528595, 100]",37.79019607843138,"[35.090196078431376, 40.490196078431374]"
81.99203882020252,83.10408214143618,"[73.19920481369387, 92.47889898584177]",4.030416166466587,"[3.0404161664665867, 5.020416166466587]",81.99203882020252,84.5719168889652,"[75.85072239590882, 92.59420201801746]",-0.9599839935974388,"[-3.959983993597439, 2.040016006402561]",81.99203882020252,99.14149123684068,"[92.69093169987104, 100]",37.79203681472589,"[35.09203681472589, 40.492036814725886]"
81.99203882020252,83.09220984712199,"[73.18874753553472, 92.46568740010107]",4.0312244897959175,"[3.041224489795918, 5.021224489795918]",81.99203882020252,84.5694396256953,"[75.84850059208198, 92.59148976761445]",-0.9591836734693877,"[-3.9591836734693877, 2.0408163265306123]",81.99203882020252,99.1369431270519,"[92.6866795091027, 100]",37.7938775510204,"[35.093877551020405, 40.493877551020404]"
81.99203882020252,83.08032401354355,"[73.17827833180765, 92.45246074775694]",4.03203281312525,"[3.04203281312525, 5.02203281312525]",81.99203882020252,84.56696241826958,"[75.84627883834058, 92.58877757835289]",-0.9583833533413366,"[-3.9583833533413366, 2.0416166466586634]",81.99203882020252,99.13237439177408,"[92.68240803482583, 100]",37.795718287314926,"[35.095718287314924, 40.49571828731492]"
81.99203882020252,83.07369113342409,"[73.23795019355465, 92.37536470950445]",4.032841136454582,"[3.042841136454582, 5.022841136454582]",81.99203882020252,84.56448526437529,"[75.84405713261036, 92.58606544770058]",-0.9575830332132855,"[-3.9575830332132855, 2.0424169667867145]",81.99203882020252,99.1277849579596,"[92.67811720874552, 100]",37.79755902360944,"[35.09755902360944, 40.49755902360944]"
81.99203882020252,83.06182342476569,"[73.2274875953027, 92.36216818602479]",4.033649459783913,"[3.0436494597839134, 5.023649459783913]",81.99203882020252,84.56200816169934,"[75.84183547281677, 92.58335337312508]",-0.956782713085234,"[-3.956782713085234, 2.043217286914766]",81.99203882020252,99.12317475241204,"[92.67380696242786, 100]",37.79939975990396,"[35.09939975990396, 40.49939975990396]"
81.99203882020252,83.03937920226551,"[73.14221358565356, 92.40689702851952]",4.034457783113245,"[3.0444577831132453, 5.024457783113245]",81.99203882020252,84.5595311079278,"[75.83961385688447, 92.58064135209293]",-0.9559823929571829,"[-3.955982392957183, 2.044017607042817]",81.99203882020252,99.1185437017862,"[92.66947722729978, 100]",37.801240496198474,"[35.10124049619848, 40.50124049619848]"
81.99203882020252,83.02755001058593,"[73.1317942728807, 92.39373340774145]",4.035266106442577,"[3.0452661064425772, 5.025266106442578]",81.99203882020252,84.55705410074668,"[75.83739228273812, 92.57792938207066]",-0.9551820728291318,"[-3.955182072829132, 2.044817927170868]",81.99203882020252,99.11388126281165,"[92.62958279059002, 100]",37.803081232493,"[35.103081232493, 40.503081232492995]"
81.99203882020252,83.01570732357847,"[73.12136307323965, 92.38055476925268]",4.036074429771908,"[3.0460744297719087, 5.026074429771908]",81.99203882020252,84.55457713784114,"[75.83517074830158, 92.57521746052385]",-0.9543817527010803,"[-3.9543817527010803, 2.0456182472989197]",81.99203882020252,99.10920831322316,"[92.62521555801607, 100]",37.80492196878751,"[35.104921968787515, 40.504921968787514]"
81.99203882020252,83.00385115087266,"[73.11091999521224, 92.36736112376902]",4.03688275310124,"[3.0468827531012406, 5.0268827531012406]",81.99203882020252,84.55210021689622,"[75.83294925149862, 92.57250558491793]",-0.9535814325730292,"[-3.953581432573029, 2.046418567426971]",81.99203882020252,99.10451429770319,"[92.6208286377009, 100]",37.806762705082036,"[35.10676270508203, 40.50676270508203]"
81.99203882020252,82.99198150238763,"[73.10046504753537, 92.35415248232854]",4.037691076430572,"[3.047691076430572, 5.027691076430572]",81.99203882020252,84.54962333559632,"[75.83072779025241, 92.56979375271767]",-0.9527811124449781,"[-3.952781112444978, 2.047218887555022]",81.99203882020252,99.0997991423139,"[92.61642196054389, 100]",37.80860344137655,"[35.10860344137655, 40.50860344137655]"
81.99203882020252,82.98212213688883,"[73.15722276329335, 92.27354282900751]",4.038499399759903,"[3.048499399759904, 5.0284993997599035]",81.99203882020252,84.5471464916255,"[75.82850636248584, 92.56708196138742]",-0.9519807923169266,"[-3.9519807923169266, 2.0480192076830734]",81.99203882020252,99.09506277297017,"[92.61199545730679, 100]",37.81044417767107,"[35.11044417767107, 40.51044417767107]"
81.99203882020252,82.97024292189997,"[73.14675002103496, 92.26033351084567]",4.039307723089236,"[3.049307723089236, 5.029307723089236]",81.99203882020252,84.54466968266713,"[75.82628496612121, 92.56437020839084]",-0.9511804721888755,"[-3.9511804721888755, 2.0488195278111245]",81.99203882020252,99.09007623819163,"[92.57141350726575, 100]",37.812284913965584,"[35.11228491396559, 40.51228491396559]"
81.99203882020252,82.96035643950836,"[73.20257274665201, 92.18077133363472]",4.040116046418567,"[3.0501160464185673, 5.030116046418567]",81.99203882020252,84.54219290640458,"[75.8240635990807, 92.5616584911915]",-0.9503801520608244,"[-3.9503801520608244, 2.0496198479391756]",81.99203882020252,99.08529748164578,"[92.5669491222834, 100]",37.81412565026011,"[35.11412565026011, 40.514125650260105]"
81.99203882020252,82.94846782242125,"[73.19208246678188, 92.16756138685757]",4.0409243697478985,"[3.050924369747899, 5.030924369747899]",81.99203882020252,84.53971616052036,"[75.82184225928587, 92.55894680725211]",-0.9495798319327733,"[-3.9495798319327733, 2.0504201680672267]",81.99203882020252,99.08049728957195,"[92.56246471191405, 100]",37.81596638655462,"[35.115966386554625, 40.515966386554624]"
81.99203882020252,82.93656606104423,"[73.1815805886511, 92.1543368349023]",4.041732693077231,"[3.051732693077231, 5.031732693077231]",81.99203882020252,84.53723944269687,"[75.81962094465814, 92.55623515403524]",-0.9487795118047218,"[-3.9487795118047218, 2.0512204881952782]",81.99203882020252,99.0754795645041,"[92.4734680474678, 100]",37.81780712284913,"[35.117807122849136, 40.517807122849135]"
81.99203882020252,82.92465116906959,"[73.17106712434143, 92.14109769298298]",4.042541016406562,"[3.0525410164065625, 5.0325410164065625]",81.99203882020252,84.53476275061604,"[75.81739965311843, 92.55352352900292]",-0.9479791916766707,"[-3.9479791916766707, 2.0520208083233293]",81.99203882020252,99.07063513072288,"[92.46894642824934, 100]",37.81964785914366,"[35.119647859143655, 40.51964785914365]"
